,bef,aft,id_OTU
uniq10544,OTU_bef19,OTU_aft19,True
uniq10545,OTU_bef19,OTU_aft19,True
uniq10546,OTU_bef4,OTU_aft4,True
uniq10547,OTU_bef22,OTU_aft22,True
uniq10548,OTU_bef55,OTU_aft53,True
uniq10549,OTU_bef18,OTU_aft18,True
uniq1055,OTU_bef11,OTU_aft11,True
uniq10550,OTU_bef202,,False
uniq10551,OTU_bef55,OTU_aft53,True
uniq10552,OTU_bef725,OTU_aft26,False
uniq10553,OTU_bef5,OTU_aft5,True
uniq10554,OTU_bef90,OTU_aft83,True
uniq10555,OTU_bef13,OTU_aft13,True
uniq10556,OTU_bef88,OTU_aft81,True
uniq10557,OTU_bef15,OTU_aft15,True
uniq10558,OTU_bef44,OTU_aft42,True
uniq10559,OTU_bef13,OTU_aft13,True
uniq1056,OTU_bef17,OTU_aft17,True
uniq10560,OTU_bef4,OTU_aft4,True
uniq10561,OTU_bef7,OTU_aft7,True
uniq10562,OTU_bef19,OTU_aft19,True
uniq10563,OTU_bef697,OTU_aft14,False
uniq10564,OTU_bef25,OTU_aft25,True
uniq10565,OTU_bef16,OTU_aft16,True
uniq10566,OTU_bef27,OTU_aft27,True
uniq10567,OTU_bef27,OTU_aft27,True
uniq10568,OTU_bef15,OTU_aft15,True
uniq10569,OTU_bef55,OTU_aft53,True
uniq1057,OTU_bef3,OTU_aft3,True
uniq10570,OTU_bef55,OTU_aft53,True
uniq10571,OTU_bef113,OTU_aft102,True
uniq10572,OTU_bef55,OTU_aft53,True
uniq10573,OTU_bef219,,False
uniq10574,OTU_bef201,OTU_aft157,True
uniq10575,OTU_bef4,OTU_aft4,True
uniq10576,OTU_bef81,OTU_aft76,True
uniq10577,OTU_bef39,OTU_aft37,True
uniq10578,OTU_bef316,,False
uniq10579,OTU_bef55,OTU_aft53,True
uniq1058,OTU_bef2,OTU_aft2,True
uniq10580,OTU_bef602,,False
uniq10581,OTU_bef178,,False
uniq10582,OTU_bef81,OTU_aft76,True
uniq10583,OTU_bef55,OTU_aft53,True
uniq10584,OTU_bef751,OTU_aft53,False
uniq10585,OTU_bef26,OTU_aft26,True
uniq10586,OTU_bef55,OTU_aft53,True
uniq10587,OTU_bef15,OTU_aft15,True
uniq10588,OTU_bef65,OTU_aft62,True
uniq10589,OTU_bef21,OTU_aft21,True
uniq1059,OTU_bef2,OTU_aft2,True
uniq10590,OTU_bef95,OTU_aft88,True
uniq10591,OTU_bef2,OTU_aft2,True
uniq10592,OTU_bef55,OTU_aft53,True
uniq10593,OTU_bef92,OTU_aft85,True
uniq10594,OTU_bef5,OTU_aft5,True
uniq10595,OTU_bef13,OTU_aft13,True
uniq10596,OTU_bef2,OTU_aft2,True
uniq10597,OTU_bef26,OTU_aft26,True
uniq10598,OTU_bef107,,False
uniq10599,OTU_bef39,OTU_aft37,True
uniq106,OTU_bef2,OTU_aft2,True
uniq1060,OTU_bef3,OTU_aft3,True
uniq10600,OTU_bef14,OTU_aft14,True
uniq10601,OTU_bef14,OTU_aft14,True
uniq10602,OTU_bef603,,False
uniq10603,OTU_bef19,OTU_aft19,True
uniq10604,OTU_bef222,OTU_aft168,True
uniq10605,OTU_bef27,OTU_aft27,True
uniq10606,OTU_bef52,OTU_aft50,True
uniq10607,OTU_bef188,OTU_aft150,True
uniq10608,OTU_bef71,OTU_aft68,True
uniq10609,OTU_bef80,OTU_aft75,True
uniq1061,OTU_bef258,,False
uniq10610,OTU_bef55,OTU_aft53,True
uniq10611,OTU_bef5,OTU_aft5,True
uniq10612,OTU_bef16,OTU_aft16,True
uniq10613,OTU_bef751,OTU_aft53,False
uniq10614,OTU_bef55,OTU_aft53,True
uniq10615,OTU_bef80,OTU_aft75,True
uniq10616,OTU_bef55,OTU_aft53,True
uniq10617,OTU_bef55,OTU_aft53,True
uniq10618,OTU_bef72,OTU_aft69,True
uniq10619,OTU_bef124,OTU_aft110,True
uniq1062,OTU_bef1,OTU_aft1,True
uniq10620,OTU_bef187,OTU_aft149,True
uniq10621,OTU_bef22,OTU_aft22,True
uniq10622,OTU_bef69,OTU_aft66,True
uniq10623,OTU_bef16,OTU_aft16,True
uniq10624,OTU_bef79,,False
uniq10625,OTU_bef5,OTU_aft5,True
uniq10626,OTU_bef604,,False
uniq10627,OTU_bef55,OTU_aft53,True
uniq10628,OTU_bef19,OTU_aft19,True
uniq10629,OTU_bef70,OTU_aft67,True
uniq1063,OTU_bef3,OTU_aft3,True
uniq10630,OTU_bef49,OTU_aft47,True
uniq10631,OTU_bef55,OTU_aft53,True
uniq10632,OTU_bef81,OTU_aft76,True
uniq10633,OTU_bef27,OTU_aft27,True
uniq10634,OTU_bef605,,False
uniq10635,OTU_bef7,OTU_aft7,True
uniq10636,OTU_bef606,,False
uniq10637,OTU_bef21,OTU_aft21,True
uniq10638,OTU_bef19,OTU_aft19,True
uniq10639,OTU_bef751,OTU_aft53,False
uniq1064,OTU_bef2,OTU_aft2,True
uniq10640,OTU_bef725,OTU_aft26,False
uniq10641,OTU_bef19,OTU_aft19,True
uniq10642,OTU_bef55,OTU_aft53,True
uniq10643,OTU_bef2,OTU_aft2,True
uniq10644,OTU_bef55,OTU_aft53,True
uniq10645,OTU_bef5,OTU_aft5,True
uniq10646,OTU_bef22,OTU_aft22,True
uniq10647,OTU_bef7,OTU_aft7,True
uniq10648,OTU_bef26,OTU_aft26,True
uniq10649,OTU_bef27,OTU_aft27,True
uniq1065,OTU_bef6,OTU_aft6,True
uniq10650,OTU_bef55,OTU_aft53,True
uniq10651,OTU_bef389,,False
uniq10652,OTU_bef15,OTU_aft15,True
uniq10653,OTU_bef4,OTU_aft4,True
uniq10654,OTU_bef135,OTU_aft116,True
uniq10655,OTU_bef726,OTU_aft64,False
uniq10656,OTU_bef240,OTU_aft180,True
uniq10657,OTU_bef54,OTU_aft52,True
uniq10658,OTU_bef71,OTU_aft68,True
uniq10659,OTU_bef22,OTU_aft22,True
uniq1066,OTU_bef10,OTU_aft10,True
uniq10660,OTU_bef55,OTU_aft53,True
uniq10661,OTU_bef19,OTU_aft19,True
uniq10662,OTU_bef15,OTU_aft15,True
uniq10663,OTU_bef55,OTU_aft53,True
uniq10664,OTU_bef55,OTU_aft53,True
uniq10665,OTU_bef55,OTU_aft53,True
uniq10666,OTU_bef4,OTU_aft4,True
uniq10667,OTU_bef13,OTU_aft13,True
uniq10668,OTU_bef4,OTU_aft4,True
uniq10669,OTU_bef95,OTU_aft88,True
uniq1067,OTU_bef278,,False
uniq10670,OTU_bef55,OTU_aft53,True
uniq10671,OTU_bef5,OTU_aft5,True
uniq10672,OTU_bef19,OTU_aft19,True
uniq10673,OTU_bef532,,False
uniq10674,OTU_bef7,OTU_aft7,True
uniq10675,OTU_bef188,OTU_aft150,True
uniq10676,OTU_bef15,OTU_aft15,True
uniq10677,OTU_bef55,OTU_aft53,True
uniq10678,OTU_bef751,OTU_aft53,False
uniq10679,OTU_bef607,,False
uniq1068,OTU_bef1,OTU_aft1,True
uniq10680,OTU_bef71,OTU_aft68,True
uniq10681,OTU_bef55,OTU_aft53,True
uniq10682,OTU_bef22,OTU_aft22,True
uniq10683,OTU_bef18,OTU_aft18,True
uniq10684,OTU_bef55,OTU_aft53,True
uniq10685,OTU_bef202,,False
uniq10686,OTU_bef27,OTU_aft27,True
uniq10687,OTU_bef26,OTU_aft26,True
uniq10688,OTU_bef38,OTU_aft36,True
uniq10689,OTU_bef55,OTU_aft53,True
uniq1069,OTU_bef3,OTU_aft3,True
uniq10690,OTU_bef86,OTU_aft79,True
uniq10691,OTU_bef65,OTU_aft62,True
uniq10692,OTU_bef608,,False
uniq10693,OTU_bef55,OTU_aft53,True
uniq10694,OTU_bef329,,False
uniq10695,OTU_bef188,OTU_aft150,True
uniq10696,OTU_bef5,OTU_aft5,True
uniq10697,OTU_bef90,OTU_aft83,True
uniq10698,OTU_bef22,OTU_aft22,True
uniq10699,OTU_bef55,OTU_aft53,True
uniq107,OTU_bef22,OTU_aft22,True
uniq1070,OTU_bef279,,False
uniq10700,OTU_bef55,OTU_aft53,True
uniq10701,OTU_bef65,OTU_aft62,True
uniq10702,OTU_bef45,OTU_aft43,True
uniq10703,OTU_bef15,OTU_aft15,True
uniq10704,OTU_bef18,OTU_aft18,True
uniq10705,OTU_bef609,,False
uniq10706,OTU_bef188,OTU_aft150,True
uniq10707,OTU_bef67,OTU_aft64,True
uniq10708,OTU_bef55,OTU_aft53,True
uniq10709,OTU_bef308,,False
uniq1071,OTU_bef1,OTU_aft1,True
uniq10710,OTU_bef414,,False
uniq10711,OTU_bef55,OTU_aft53,True
uniq10712,OTU_bef19,OTU_aft19,True
uniq10713,OTU_bef88,OTU_aft81,True
uniq10714,OTU_bef55,OTU_aft53,True
uniq10715,OTU_bef18,OTU_aft18,True
uniq10716,OTU_bef25,OTU_aft25,True
uniq10717,OTU_bef45,OTU_aft43,True
uniq10718,OTU_bef55,OTU_aft53,True
uniq10719,OTU_bef610,,False
uniq1072,OTU_bef280,OTU_aft197,True
uniq10720,OTU_bef55,OTU_aft53,True
uniq10721,OTU_bef55,OTU_aft53,True
uniq10722,OTU_bef202,,False
uniq10723,OTU_bef49,OTU_aft47,True
uniq10724,OTU_bef16,OTU_aft16,True
uniq10725,OTU_bef5,OTU_aft5,True
uniq10726,OTU_bef726,OTU_aft64,False
uniq10727,OTU_bef52,OTU_aft50,True
uniq10728,OTU_bef19,OTU_aft19,True
uniq10729,OTU_bef21,OTU_aft21,True
uniq1073,OTU_bef281,OTU_aft198,True
uniq10730,OTU_bef55,OTU_aft53,True
uniq10731,OTU_bef55,OTU_aft53,True
uniq10732,OTU_bef19,OTU_aft19,True
uniq10733,OTU_bef55,OTU_aft53,True
uniq10734,OTU_bef55,OTU_aft53,True
uniq10735,OTU_bef27,OTU_aft27,True
uniq10736,OTU_bef39,OTU_aft37,True
uniq10737,OTU_bef611,,False
uniq10738,OTU_bef22,OTU_aft22,True
uniq10739,OTU_bef19,OTU_aft19,True
uniq1074,OTU_bef233,OTU_aft175,True
uniq10740,OTU_bef15,OTU_aft15,True
uniq10741,OTU_bef70,OTU_aft67,True
uniq10742,OTU_bef612,,False
uniq10743,OTU_bef45,OTU_aft43,True
uniq10744,OTU_bef613,,False
uniq10745,OTU_bef22,OTU_aft22,True
uniq10746,OTU_bef7,OTU_aft7,True
uniq10747,OTU_bef4,OTU_aft4,True
uniq10748,OTU_bef18,OTU_aft18,True
uniq10749,OTU_bef15,OTU_aft15,True
uniq1075,OTU_bef3,OTU_aft3,True
uniq10750,OTU_bef7,OTU_aft7,True
uniq10751,OTU_bef55,OTU_aft53,True
uniq10752,OTU_bef107,,False
uniq10753,OTU_bef21,OTU_aft21,True
uniq10754,OTU_bef22,OTU_aft22,True
uniq10755,OTU_bef55,OTU_aft53,True
uniq10756,OTU_bef55,OTU_aft53,True
uniq10757,OTU_bef22,OTU_aft22,True
uniq10758,OTU_bef22,OTU_aft22,True
uniq10759,OTU_bef86,OTU_aft79,True
uniq1076,OTU_bef2,OTU_aft2,True
uniq10760,OTU_bef25,OTU_aft25,True
uniq10761,OTU_bef55,OTU_aft53,True
uniq10762,OTU_bef4,OTU_aft4,True
uniq10763,OTU_bef19,OTU_aft19,True
uniq10764,OTU_bef49,OTU_aft47,True
uniq10765,OTU_bef13,OTU_aft13,True
uniq10766,OTU_bef22,OTU_aft22,True
uniq10767,OTU_bef614,,False
uniq10768,OTU_bef65,OTU_aft62,True
uniq10769,OTU_bef22,OTU_aft22,True
uniq1077,OTU_bef2,OTU_aft2,True
uniq10770,OTU_bef4,OTU_aft4,True
uniq10771,OTU_bef27,OTU_aft27,True
uniq10772,OTU_bef55,OTU_aft53,True
uniq10773,OTU_bef49,OTU_aft47,True
uniq10774,OTU_bef4,OTU_aft4,True
uniq10775,OTU_bef26,OTU_aft26,True
uniq10776,OTU_bef15,OTU_aft15,True
uniq10777,OTU_bef19,OTU_aft19,True
uniq10778,OTU_bef615,,False
uniq10779,OTU_bef72,OTU_aft69,True
uniq1078,OTU_bef2,OTU_aft2,True
uniq10780,OTU_bef26,OTU_aft26,True
uniq10781,OTU_bef751,OTU_aft53,False
uniq10782,OTU_bef19,OTU_aft19,True
uniq10783,OTU_bef55,OTU_aft53,True
uniq10784,OTU_bef70,OTU_aft67,True
uniq10785,OTU_bef19,OTU_aft19,True
uniq10786,OTU_bef168,,False
uniq10787,OTU_bef25,OTU_aft25,True
uniq10788,OTU_bef851,OTU_aft26,False
uniq10789,OTU_bef4,OTU_aft4,True
uniq1079,OTU_bef2,OTU_aft2,True
uniq10790,OTU_bef18,OTU_aft18,True
uniq10791,OTU_bef616,,False
uniq10792,OTU_bef25,OTU_aft25,True
uniq10793,OTU_bef19,OTU_aft19,True
uniq10794,OTU_bef55,OTU_aft53,True
uniq10795,OTU_bef18,OTU_aft18,True
uniq10796,OTU_bef22,OTU_aft22,True
uniq10797,OTU_bef19,OTU_aft19,True
uniq10798,OTU_bef38,OTU_aft36,True
uniq10799,OTU_bef65,OTU_aft62,True
uniq108,OTU_bef83,OTU_aft78,True
uniq1080,OTU_bef12,OTU_aft12,True
uniq10800,OTU_bef617,,False
uniq10801,OTU_bef726,OTU_aft64,False
uniq10802,OTU_bef22,OTU_aft22,True
uniq10803,OTU_bef618,,False
uniq10804,OTU_bef5,OTU_aft5,True
uniq10805,OTU_bef619,,False
uniq10806,OTU_bef44,OTU_aft42,True
uniq10807,OTU_bef19,OTU_aft19,True
uniq10808,OTU_bef55,OTU_aft53,True
uniq10809,OTU_bef5,OTU_aft5,True
uniq1081,OTU_bef1,OTU_aft1,True
uniq10810,OTU_bef39,OTU_aft37,True
uniq10811,OTU_bef620,,False
uniq10812,OTU_bef45,OTU_aft43,True
uniq10813,OTU_bef39,OTU_aft37,True
uniq10814,OTU_bef7,OTU_aft7,True
uniq10815,OTU_bef19,OTU_aft19,True
uniq10816,OTU_bef2,OTU_aft2,True
uniq10817,OTU_bef404,,False
uniq10818,OTU_bef113,OTU_aft102,True
uniq10819,OTU_bef38,OTU_aft36,True
uniq1082,OTU_bef3,OTU_aft3,True
uniq10820,OTU_bef80,OTU_aft75,True
uniq10821,OTU_bef16,OTU_aft16,True
uniq10822,OTU_bef19,OTU_aft19,True
uniq10823,OTU_bef86,OTU_aft79,True
uniq10824,OTU_bef5,OTU_aft5,True
uniq10825,OTU_bef5,OTU_aft5,True
uniq10826,OTU_bef107,,False
uniq10827,OTU_bef55,OTU_aft53,True
uniq10828,OTU_bef7,OTU_aft7,True
uniq10829,OTU_bef55,OTU_aft53,True
uniq1083,OTU_bef3,OTU_aft3,True
uniq10830,OTU_bef751,OTU_aft53,False
uniq10831,OTU_bef14,OTU_aft14,True
uniq10832,OTU_bef114,OTU_aft103,True
uniq10833,OTU_bef155,OTU_aft130,True
uniq10834,OTU_bef66,OTU_aft63,True
uniq10835,OTU_bef593,,False
uniq10836,OTU_bef19,OTU_aft19,True
uniq10837,OTU_bef14,OTU_aft14,True
uniq10838,OTU_bef15,OTU_aft15,True
uniq10839,OTU_bef5,OTU_aft5,True
uniq1084,OTU_bef282,,False
uniq10840,OTU_bef415,,False
uniq10841,OTU_bef621,,False
uniq10842,OTU_bef242,OTU_aft182,True
uniq10843,OTU_bef19,OTU_aft19,True
uniq10844,OTU_bef4,OTU_aft4,True
uniq10845,OTU_bef622,,False
uniq10846,OTU_bef25,OTU_aft25,True
uniq10847,OTU_bef55,OTU_aft53,True
uniq10848,OTU_bef301,OTU_aft203,True
uniq10849,OTU_bef242,OTU_aft182,True
uniq1085,OTU_bef3,OTU_aft3,True
uniq10850,OTU_bef13,OTU_aft13,True
uniq10851,OTU_bef14,OTU_aft14,True
uniq10852,OTU_bef83,OTU_aft78,True
uniq10853,OTU_bef55,OTU_aft53,True
uniq10854,OTU_bef623,,False
uniq10855,OTU_bef13,OTU_aft13,True
uniq10856,OTU_bef412,,False
uniq10857,OTU_bef26,OTU_aft26,True
uniq10858,OTU_bef5,OTU_aft5,True
uniq10859,OTU_bef55,OTU_aft53,True
uniq1086,OTU_bef154,OTU_aft129,True
uniq10860,OTU_bef726,OTU_aft64,False
uniq10861,OTU_bef79,,False
uniq10862,OTU_bef5,OTU_aft5,True
uniq10863,OTU_bef22,OTU_aft22,True
uniq10864,OTU_bef25,OTU_aft25,True
uniq10865,OTU_bef14,OTU_aft14,True
uniq10866,OTU_bef39,OTU_aft37,True
uniq10867,OTU_bef22,OTU_aft22,True
uniq10868,OTU_bef52,OTU_aft50,True
uniq10869,OTU_bef5,OTU_aft5,True
uniq1087,OTU_bef12,OTU_aft12,True
uniq10870,OTU_bef242,OTU_aft182,True
uniq10871,OTU_bef7,OTU_aft7,True
uniq10872,OTU_bef44,OTU_aft42,True
uniq10873,OTU_bef15,OTU_aft15,True
uniq10874,OTU_bef55,OTU_aft53,True
uniq10875,OTU_bef70,OTU_aft67,True
uniq10876,OTU_bef81,OTU_aft76,True
uniq10877,OTU_bef570,OTU_aft19,False
uniq10878,OTU_bef624,,False
uniq10879,OTU_bef19,OTU_aft19,True
uniq1088,OTU_bef198,,False
uniq10880,OTU_bef2,OTU_aft2,True
uniq10881,OTU_bef67,OTU_aft64,True
uniq10882,OTU_bef55,OTU_aft53,True
uniq10883,OTU_bef22,OTU_aft22,True
uniq10884,OTU_bef45,OTU_aft43,True
uniq10885,OTU_bef725,OTU_aft26,False
uniq10886,OTU_bef22,OTU_aft22,True
uniq10887,OTU_bef21,OTU_aft21,True
uniq10888,OTU_bef4,OTU_aft4,True
uniq10889,OTU_bef19,OTU_aft19,True
uniq1089,OTU_bef1,OTU_aft1,True
uniq10890,OTU_bef7,OTU_aft7,True
uniq10891,OTU_bef13,OTU_aft13,True
uniq10892,OTU_bef7,OTU_aft7,True
uniq10893,OTU_bef22,OTU_aft22,True
uniq10894,OTU_bef7,OTU_aft7,True
uniq10895,OTU_bef69,OTU_aft66,True
uniq10896,OTU_bef22,OTU_aft22,True
uniq10897,OTU_bef7,OTU_aft7,True
uniq10898,OTU_bef4,OTU_aft4,True
uniq10899,OTU_bef38,OTU_aft36,True
uniq109,OTU_bef84,,False
uniq1090,OTU_bef2,OTU_aft2,True
uniq10900,OTU_bef44,OTU_aft42,True
uniq10901,OTU_bef107,,False
uniq10902,OTU_bef19,OTU_aft19,True
uniq10903,OTU_bef725,OTU_aft26,False
uniq10904,OTU_bef19,OTU_aft19,True
uniq10905,OTU_bef7,OTU_aft7,True
uniq10906,OTU_bef5,OTU_aft5,True
uniq10907,OTU_bef2,OTU_aft2,True
uniq10908,OTU_bef5,OTU_aft5,True
uniq10909,OTU_bef15,OTU_aft15,True
uniq1091,OTU_bef3,OTU_aft3,True
uniq10910,OTU_bef27,OTU_aft27,True
uniq10911,OTU_bef7,OTU_aft7,True
uniq10912,OTU_bef188,OTU_aft150,True
uniq10913,OTU_bef7,OTU_aft7,True
uniq10914,OTU_bef22,OTU_aft22,True
uniq10915,OTU_bef625,,False
uniq10916,OTU_bef80,OTU_aft75,True
uniq10917,OTU_bef5,OTU_aft5,True
uniq10918,OTU_bef626,,False
uniq10919,OTU_bef627,,False
uniq1092,OTU_bef2,OTU_aft2,True
uniq10920,OTU_bef67,OTU_aft64,True
uniq10921,OTU_bef628,,False
uniq10922,OTU_bef55,OTU_aft53,True
uniq10923,OTU_bef16,OTU_aft16,True
uniq10924,OTU_bef13,OTU_aft13,True
uniq10925,OTU_bef55,OTU_aft53,True
uniq10926,OTU_bef4,OTU_aft4,True
uniq10927,OTU_bef38,OTU_aft36,True
uniq10928,OTU_bef412,OTU_aft53,False
uniq10929,OTU_bef19,OTU_aft19,True
uniq1093,OTU_bef2,OTU_aft2,True
uniq10930,OTU_bef15,OTU_aft15,True
uniq10931,OTU_bef16,OTU_aft16,True
uniq10932,OTU_bef81,OTU_aft76,True
uniq10933,OTU_bef90,OTU_aft83,True
uniq10934,OTU_bef629,,False
uniq10935,OTU_bef71,OTU_aft68,True
uniq10936,OTU_bef55,OTU_aft53,True
uniq10937,OTU_bef86,OTU_aft79,True
uniq10938,OTU_bef55,OTU_aft53,True
uniq10939,OTU_bef55,OTU_aft53,True
uniq1094,OTU_bef2,OTU_aft2,True
uniq10940,OTU_bef81,OTU_aft76,True
uniq10941,OTU_bef4,OTU_aft4,True
uniq10942,OTU_bef220,OTU_aft167,True
uniq10943,OTU_bef630,,False
uniq10944,OTU_bef751,OTU_aft53,False
uniq10945,OTU_bef14,OTU_aft14,True
uniq10946,OTU_bef5,OTU_aft5,True
uniq10947,OTU_bef95,OTU_aft88,True
uniq10948,OTU_bef79,OTU_aft53,False
uniq10949,OTU_bef44,OTU_aft42,True
uniq1095,OTU_bef33,OTU_aft33,True
uniq10950,OTU_bef14,OTU_aft14,True
uniq10951,OTU_bef188,OTU_aft150,True
uniq10952,OTU_bef16,OTU_aft16,True
uniq10953,OTU_bef14,OTU_aft14,True
uniq10954,OTU_bef751,OTU_aft53,False
uniq10955,OTU_bef15,OTU_aft15,True
uniq10956,OTU_bef55,OTU_aft53,True
uniq10957,OTU_bef88,OTU_aft81,True
uniq10958,OTU_bef4,OTU_aft4,True
uniq10959,OTU_bef55,OTU_aft53,True
uniq1096,OTU_bef3,OTU_aft3,True
uniq10960,OTU_bef81,OTU_aft76,True
uniq10961,OTU_bef83,OTU_aft78,True
uniq10962,OTU_bef55,OTU_aft53,True
uniq10963,OTU_bef2696,OTU_aft53,False
uniq10964,OTU_bef16,OTU_aft16,True
uniq10965,OTU_bef631,,False
uniq10966,OTU_bef80,OTU_aft75,True
uniq10967,OTU_bef55,OTU_aft53,True
uniq10968,OTU_bef4,OTU_aft4,True
uniq10969,OTU_bef55,OTU_aft53,True
uniq1097,OTU_bef3,OTU_aft3,True
uniq10970,OTU_bef107,,False
uniq10971,OTU_bef22,OTU_aft22,True
uniq10972,OTU_bef22,OTU_aft22,True
uniq10973,OTU_bef55,OTU_aft53,True
uniq10974,OTU_bef725,OTU_aft26,False
uniq10975,OTU_bef39,OTU_aft37,True
uniq10976,OTU_bef19,OTU_aft19,True
uniq10977,OTU_bef632,,False
uniq10978,OTU_bef76,,False
uniq10979,OTU_bef55,OTU_aft53,True
uniq1098,OTU_bef1,OTU_aft1,True
uniq10980,OTU_bef69,OTU_aft66,True
uniq10981,OTU_bef413,,False
uniq10982,OTU_bef751,OTU_aft53,False
uniq10983,OTU_bef16,OTU_aft16,True
uniq10984,OTU_bef751,OTU_aft53,False
uniq10985,OTU_bef5,OTU_aft5,True
uniq10986,OTU_bef81,OTU_aft76,True
uniq10987,OTU_bef45,OTU_aft43,True
uniq10988,OTU_bef725,OTU_aft26,False
uniq10989,OTU_bef2,OTU_aft2,True
uniq1099,OTU_bef283,,False
uniq10990,OTU_bef13,OTU_aft13,True
uniq10991,OTU_bef71,OTU_aft68,True
uniq10992,OTU_bef49,OTU_aft47,True
uniq10993,OTU_bef14,OTU_aft14,True
uniq10994,OTU_bef14,OTU_aft14,True
uniq10995,OTU_bef13,OTU_aft13,True
uniq10996,OTU_bef4,OTU_aft4,True
uniq10997,OTU_bef18,OTU_aft18,True
uniq10998,OTU_bef21,OTU_aft21,True
uniq10999,OTU_bef79,,False
uniq11,OTU_bef11,OTU_aft11,True
uniq110,OTU_bef2,OTU_aft2,True
uniq1100,OTU_bef284,OTU_aft199,True
uniq11000,OTU_bef13,OTU_aft13,True
uniq11001,OTU_bef13,OTU_aft13,True
uniq11002,OTU_bef423,,False
uniq11003,OTU_bef39,OTU_aft37,True
uniq11004,OTU_bef15,OTU_aft15,True
uniq11005,OTU_bef16,OTU_aft16,True
uniq11006,OTU_bef236,OTU_aft177,True
uniq11007,OTU_bef725,OTU_aft26,False
uniq11008,OTU_bef4,OTU_aft4,True
uniq11009,OTU_bef83,OTU_aft78,True
uniq1101,OTU_bef285,,False
uniq11010,OTU_bef52,OTU_aft50,True
uniq11011,OTU_bef55,OTU_aft53,True
uniq11012,OTU_bef19,OTU_aft19,True
uniq11013,OTU_bef4,OTU_aft4,True
uniq11014,OTU_bef55,OTU_aft53,True
uniq11015,OTU_bef22,OTU_aft22,True
uniq11016,OTU_bef49,OTU_aft47,True
uniq11017,OTU_bef4,OTU_aft4,True
uniq11018,OTU_bef92,OTU_aft85,True
uniq11019,OTU_bef751,OTU_aft53,False
uniq1102,OTU_bef28,OTU_aft28,True
uniq11020,OTU_bef22,OTU_aft22,True
uniq11021,OTU_bef52,OTU_aft50,True
uniq11022,OTU_bef21,OTU_aft21,True
uniq11023,OTU_bef7,OTU_aft7,True
uniq11024,OTU_bef81,OTU_aft76,True
uniq11025,OTU_bef79,,False
uniq11026,OTU_bef49,OTU_aft47,True
uniq11027,OTU_bef322,,False
uniq11028,OTU_bef155,OTU_aft130,True
uniq11029,OTU_bef22,OTU_aft22,True
uniq1103,OTU_bef286,,False
uniq11030,OTU_bef49,OTU_aft47,True
uniq11031,OTU_bef91,OTU_aft84,True
uniq11032,OTU_bef26,OTU_aft26,True
uniq11033,OTU_bef49,OTU_aft47,True
uniq11034,OTU_bef55,OTU_aft53,True
uniq11035,OTU_bef13,OTU_aft13,True
uniq11036,OTU_bef188,OTU_aft150,True
uniq11037,OTU_bef633,,False
uniq11038,OTU_bef55,OTU_aft53,True
uniq11039,OTU_bef38,OTU_aft36,True
uniq1104,OTU_bef1,OTU_aft1,True
uniq11040,OTU_bef18,OTU_aft18,True
uniq11041,OTU_bef4,OTU_aft4,True
uniq11042,OTU_bef21,OTU_aft21,True
uniq11043,OTU_bef79,,False
uniq11044,OTU_bef92,OTU_aft85,True
uniq11045,OTU_bef188,OTU_aft150,True
uniq11046,OTU_bef21,OTU_aft21,True
uniq11047,OTU_bef70,OTU_aft67,True
uniq11048,OTU_bef55,OTU_aft53,True
uniq11049,OTU_bef55,OTU_aft53,True
uniq1105,OTU_bef1,OTU_aft1,True
uniq11050,OTU_bef5,OTU_aft5,True
uniq11051,OTU_bef330,,False
uniq11052,OTU_bef52,OTU_aft50,True
uniq11053,OTU_bef634,,False
uniq11054,OTU_bef4,OTU_aft4,True
uniq11055,OTU_bef49,OTU_aft47,True
uniq11056,OTU_bef16,OTU_aft16,True
uniq11057,OTU_bef416,,False
uniq11058,OTU_bef19,OTU_aft19,True
uniq11059,OTU_bef38,OTU_aft36,True
uniq1106,OTU_bef3,OTU_aft3,True
uniq11060,OTU_bef21,OTU_aft21,True
uniq11061,OTU_bef725,OTU_aft26,False
uniq11062,OTU_bef201,OTU_aft157,True
uniq11063,OTU_bef16,OTU_aft16,True
uniq11064,OTU_bef22,OTU_aft22,True
uniq11065,OTU_bef635,,False
uniq11066,OTU_bef22,OTU_aft22,True
uniq11067,OTU_bef13,OTU_aft13,True
uniq11068,OTU_bef55,OTU_aft53,True
uniq11069,OTU_bef63,,False
uniq1107,OTU_bef1,OTU_aft1,True
uniq11070,OTU_bef26,OTU_aft26,True
uniq11071,OTU_bef125,,False
uniq11072,OTU_bef4,OTU_aft4,True
uniq11073,OTU_bef26,OTU_aft26,True
uniq11074,OTU_bef636,,False
uniq11075,OTU_bef13,OTU_aft13,True
uniq11076,OTU_bef55,OTU_aft53,True
uniq11077,OTU_bef7,OTU_aft7,True
uniq11078,OTU_bef5,OTU_aft5,True
uniq11079,OTU_bef4,OTU_aft4,True
uniq1108,OTU_bef1312,OTU_aft3,False
uniq11080,OTU_bef88,OTU_aft81,True
uniq11081,OTU_bef21,OTU_aft21,True
uniq11082,OTU_bef21,OTU_aft21,True
uniq11083,OTU_bef22,OTU_aft22,True
uniq11084,OTU_bef15,OTU_aft15,True
uniq11085,OTU_bef55,OTU_aft53,True
uniq11086,OTU_bef13,OTU_aft13,True
uniq11087,OTU_bef4,OTU_aft4,True
uniq11088,OTU_bef7,OTU_aft7,True
